LAB_ID,AUPPB_NA,LATITUDE,LONGITUDE
W253790,11.0,44.99389,-71.70194
W253791,6.0,45.00667,-71.66139
W253792,4.0,45.0025,-71.91861
W253793,2.7,44.99333,-71.93722
W253794,1.7,44.95444,-71.95222
W253795,5.0,44.9475,-71.70333
W253796,5.0,44.94083,-71.70833
W253797,4.0,44.94083,-71.70833
W253798,3.1,44.94083,-71.70833
W253799,2.5,44.91861,-71.70361
W253800,5.0,44.91861,-71.70361
W253801,3.0,44.88556,-71.67972
W253802,2.3,44.91,-71.69222
W253803,2.4,44.90306,-71.68917
W253804,3.1,44.92722,-71.70833
W253805,2.6,45.00583,-71.67056
W253806,4.0,44.98361,-71.69056
W253807,3.0,44.96306,-71.71833
W253808,2.4,44.9475,-71.74472
W253809,2.3,44.95306,-71.73861
W253810,2.5,44.98889,-71.71
W253811,1.9,44.96944,-71.88528
W253812,1.7,44.99972,-71.86861
W253813,1.1,44.83361,-71.71806
W253814,1.2,44.83306,-71.86667
W253815,1.2,44.98528,-71.71806
W253816,0.9,44.83528,-71.91194
W253817,1.1,44.83306,-71.76639
W253818,7.0,44.775,-71.94972
W253819,7.0,44.7925,-71.94972
W253820,8.0,44.80556,-71.94111
W253821,0.7,44.84972,-71.82556
W253822,4.0,45.625,-69.12139
W253823,1.7,45.62361,-69.12528
W253824,3.0,43.97167,-69.125
W253825,3.0,43.99167,-69.12528
W253826,5.0,43.98861,-69.16806
W253827,2.6,43.99361,-69.17556
W253828,2.4,43.99611,-69.12222
W253829,7.0,43.96889,-69.06333
W253830,1.6,43.99722,-69.06361
W253831,2.9,43.99722,-69.09
W253832,2.1,43.99972,-69.17611
W253833,1.8,43.98306,-69.16222
W253834,2.0,44.98306,-69.15111
W253835,9.0,44.03472,-69.135
W253836,9.0,44.04111,-69.12833
W253837,1.0,43.99361,-69.12833
W253838,5.0,43.99611,-69.13389
W253839,1.2,43.96889,-69.13611
W253840,7.0,44.02306,-69.15111
W253841,8.0,43.99056,-69.06361
W253866,8.0,43.94722,-69.13722
W253867,4.0,43.98944,-69.18361
W253868,1.7,43.95444,-69.14139
W253869,4.0,43.97139,-69.14139
W253870,5.0,43.98861,-69.06778
W253871,5.0,43.99194,-69.15833
W253872,3.0,43.99361,-69.18417
W253873,0.4,43.97917,-69.08861
W253874,1.4,43.98444,-69.04694
W253875,1.9,44.0125,-69.04722
W253876,2.6,44.01278,-69.07306
W253877,2.3,43.99028,-69.15917
W253878,2.1,43.985,-69.14528
W253879,2.4,43.99139,-69.13417
W253880,7.0,43.9825,-69.11806
W253881,2.4,43.97778,-69.11139
W253882,2.3,43.99944,-69.11139
W253883,4.0,44.0175,-69.11694
W253884,2.4,44.035,-69.10167
W253885,1.2,44.02361,-69.11528
W253887,5.0,44.02194,-69.07139
W253888,5.0,44.01389,-69.07611
W253889,2.4,44.00722,-69.07194
W253890,2.7,43.9775,-69.06028
W253891,1.6,43.99444,-69.075
W253892,0.6,43.97278,-69.08056
W253894,7.0,45.93611,-69.12861
W253895,7.0,43.95361,-69.09944
W253896,2.9,45.99167,-69.16833
W253897,1.9,43.99444,-69.17278
W253898,8.0,43.99028,-69.15917
W253899,6.0,44.84361,-71.75167
W253900,15.0,45.03944,-71.61111
W253901,2.4,45.00167,-71.9025
W253902,0.8,44.99306,-71.90278
W253903,4.0,44.95278,-71.93389
W253904,7.0,44.94722,-71.70278
W253905,11.0,44.92222,-71.70833
W253906,11.0,44.89056,-71.67667
W253907,1.3,44.86861,-71.77722
W253908,2.7,44.86861,-71.77722
W253909,2.8,44.86861,-71.77722
W253910,8.0,44.88944,-71.67667
W253911,2.2,44.88944,-71.67667
W253912,6.0,44.88944,-71.67667
W253913,7.0,44.88944,-71.67667
W253914,16.0,44.90278,-71.68889
W253915,12.0,44.87667,-71.70778
W253916,28.0,45.10722,-71.69
W253917,17.0,44.985,-71.74444
W253918,2.6,44.96333,-71.69056
W253919,0.9,44.95278,-71.70972
W253920,24.0,44.83361,-71.86833
W253921,1.7,44.985,-71.70111
W253922,0.8,44.81694,-71.86889
W253923,1.6,44.775,-71.7025
W253924,3.0,44.79222,-71.91167
W253925,0.7,44.83583,-71.93944
W253926,3.1,44.80611,-71.67389
W253927,6.0,44.99139,-71.89667
W253928,3.0,44.83056,-71.38111
W253929,8.0,44.79778,-71.61028
W253931,11.0,44.83417,-71.44167
W253932,2.0,44.93528,-71.89139
W253933,9.0,44.935,-71.74806
W253934,0.9,44.87028,-71.38111
W253935,9.0,44.83944,-71.60778
W253936,6.0,44.94333,-71.34361
W253937,11.0,44.87167,-71.30528
W253938,10.0,44.85278,-71.28889
W253939,3.0,41.95444,-71.71056
W253940,2.4,41.95694,-71.87139
W253941,2.3,41.93361,-71.86667
W253942,7.0,41.90556,-71.87472
W253943,1.3,41.79306,-71.89083
W253944,5.2,41.775,-72.12833
W253945,8.9,41.66667,-71.97694
W253946,6.4,41.6875,-71.85
W253947,1.2,41.63889,-71.97139
W253948,9.0,41.74056,-71.77417
W253949,6.1,41.725,-71.93528
W253950,4.0,41.575,-71.76667
W253951,9.0,41.60417,-72.08333
W253952,1.8,41.95417,-72.23861
W253953,4.0,41.94111,-72.27556
W253954,7.0,41.7125,-71.875
W253955,8.7,41.77667,-71.96861
W253956,5.0,41.94028,-71.85833
W253957,6.0,41.94028,-72.1625
W253958,1.2,41.87694,-72.16667
W253959,1.2,41.70528,-71.89111
W253960,2.4,41.70722,-71.97833
W253961,0.04,41.93361,-71.85472
W253962,5.0,41.725,-71.93528
W254000,2.6,38.625,-78.125
W254001,1.9,38.625,-78.125
W254002,10.0,38.625,-78.125
W254003,3.1,38.625,-78.125
W254004,3.0,38.625,-78.125
W254005,5.0,38.625,-78.125
W254006,5.0,38.625,-78.125
W254007,5.0,38.625,-78.125
W254008,3.1,38.625,-78.125
W254009,4.0,38.625,-78.125
W254010,2.7,38.625,-78.125
W254011,2.5,38.625,-78.125
W254012,11.0,38.66667,-78.1
W254013,6.0,38.68333,-78.08333
W254014,5.0,38.68333,-78.08333
W254015,8.0,38.68333,-78.08333
W254016,0.4,38.68333,-78.08333
W254017,0.6,38.68333,-78.08333
W254018,2.4,38.68333,-78.08333
W254019,1.1,38.68333,-78.08333
W254020,2.6,38.68333,-78.08333
W254021,8.0,38.625,-78.125
W254022,4.0,38.625,-78.125
W254023,5.0,38.625,-78.125
W254024,5.0,38.625,-78.125
W254025,1.5,38.625,-78.125
W254026,1.8,38.0,-78.75
W254027,6.0,38.75,-78.125
W254028,1.2,38.75,-78.125
W254029,0.28,38.875,-77.875
W254030,10.0,40.75,14.5
W254031,5.0,40.75,14.5
W254032,9.0,40.75,14.5
W254033,3.0,40.75,14.5
W254034,7.0,40.75,14.5
W254035,9.0,40.75,14.5
W254036,6.0,40.75,14.5
W254037,5.0,40.75,14.5
W254038,6.0,40.75,14.5
W254039,5.0,40.75,14.5
W254081,6.0,37.6,-80.28333
W254082,0.05,37.6,-80.28333
W254083,7.0,37.6,-80.28333
W254084,15.0,37.6,-80.28333
W254085,6.0,37.6,-80.28333
W254086,5.0,37.6,-80.28333
W254087,2.1,37.6,-80.28333
W254088,1.4,37.6,-80.28333
W254089,8.0,-26.64611,-69.16361
W254090,190.0,-26.64583,-69.15972
W254091,13.0,-26.65611,-69.17417
W254092,4590.0,-26.80278,-69.27222
W254093,11.0,-26.79167,-69.275
W254094,5.0,-26.64889,-69.16333
W254095,4.0,-26.65361,-69.20667
W254096,6.0,-26.645,-69.19667
W254097,2.6,-26.645,-69.18528
W254098,9.0,-26.65194,-69.17611
W254099,5.1,-26.65556,-69.1775
W254100,3.0,-26.81528,-69.23361
W254110,2.5,42.875,-72.78333
W254111,13.0,42.85,-72.78333
W254112,13.0,42.8,-72.78333
W254113,11.0,42.8,-72.78333
W254114,5.0,42.8,-72.78333
W254115,4.0,42.8,-72.76667
W254116,2.9,42.8,-72.8
W254117,11.0,42.75,-72.83333
W254118,4.0,42.75,-72.85
W254119,1.6,42.76667,-72.76667
W254120,2.7,42.76667,-72.76667
W254121,3.0,42.78333,-72.76667
W254122,5.0,42.78333,-72.76667
W254123,12.0,42.83333,-72.8
W254124,2.8,42.86667,-72.85
W254125,13.0,42.85,-72.83333
W254126,7.0,42.78333,-72.85
W254127,8.0,42.78333,-72.85
W254128,1.6,35.84222,-80.2975
W254129,8.0,35.84444,-80.3325
W254130,1.1,35.82722,-80.32222
W254131,4.0,35.82722,-80.32222
W254132,13.0,36.00139,-80.12639
W254133,8.7,36.01028,-80.14222
W254134,7.0,36.01778,-80.15556
W254135,7.7,36.01972,-80.24694
W254136,0.9,36.01306,-80.18028
W254137,2.9,36.10861,-80.13778
W254138,6.0,35.9525,-80.3025
W254139,2.5,35.94583,-80.18972
W254140,2.2,35.95639,-79.6375
W254141,4.0,35.94889,-79.67167
W254142,5.0,35.84778,-80.055
W254143,0.8,35.7925,-80.11139
W254144,3.1,35.85528,-79.98444
W254145,2.9,35.85528,-79.98444
W254146,2.3,35.86444,-79.91333
W254147,4.0,35.86444,-79.91333
W254148,3.1,35.95278,-79.88556
W254149,5.0,35.95278,-79.88556
W254150,3.1,35.96333,-79.89
W254151,2.6,35.96333,-79.89
W254152,2.9,35.97806,-79.93917
W254153,4.0,35.89333,-79.89389
W254154,10.0,35.88778,-79.51111
W254155,4.0,35.80944,-80.20944
W254156,6.7,35.79583,-80.21778
W254157,1.3,35.80667,-80.17306
W254158,5.0,35.92806,-79.78444
W254159,2.8,35.9175,-79.78444
W254160,1.8,36.04222,-80.21361
W254161,10.0,18.33167,-64.76667
W254162,8.0,18.33167,-64.76667
W254163,5.0,18.31667,-64.76833
W254164,4.0,18.31667,-64.76833
W254165,4.0,18.35833,-64.79667
W254166,6.6,18.33611,-65.32278
W254167,2.7,42.9,-72.70833
W254168,2.2,39.03611,-77.63333
W254169,2.8,39.07472,-77.68389
W254170,5.0,39.07556,-77.68389
W254171,2.0,39.07778,-77.68556
W254172,5.0,39.05694,-77.67389
W254173,6.5,39.05667,-77.67333
W254174,2.0,39.07639,-77.69833
W254175,10.0,39.07639,-77.69917
W254176,2.8,39.07611,-77.70278
W254177,5.0,39.01667,-77.73972
W254178,4.0,39.02556,-77.74306
W254179,9.0,39.00972,-77.72139
W254180,2.1,39.00944,-77.72083
W254181,0.3,39.01,-77.7225
W254182,2.1,39.01306,-77.72722
W254183,0.7,39.02417,-77.69083
W254184,0.5,39.02417,-77.69056
W254185,5.0,39.00611,-77.72778
W254186,10.0,38.71833,-77.88472
W254187,8.0,38.71556,-77.88806
W254188,8.0,38.73361,-77.89333
W254189,7.0,38.745,-77.88
W254190,1.9,39.225,-77.6
W254191,4.0,39.225,-77.64167
W254192,12.0,39.11944,-77.80556
W254193,2.2,-27.36028,-69.00056
W254194,9.0,-26.69278,-69.06611
W254195,6.0,-26.69278,-69.06611
W254196,6.0,-26.99472,-69.63556
W254197,6.0,-26.845,-69.13806
W254198,7.0,-26.70694,-69.17722
W254199,4.0,-27.34861,-69.16667
W254200,8.0,-26.57056,-69.13639
W254201,5.0,-26.57056,-69.13639
W254202,6.0,-26.88556,-68.49222
W254203,6.0,-26.89472,-68.45722
W254204,4.0,-26.88861,-68.4875
W254205,8.0,-26.88306,-68.49611
W254206,4.0,-26.90139,-68.54917
W254207,2.9,-26.89722,-68.54639
W254208,1.6,-26.14444,-69.23611
W254209,6.0,-26.14444,-69.23583
W254210,2.3,-26.14444,-69.23583
W254211,4.0,-26.44444,-69.08361
W254212,5.0,-26.14444,-69.23583
W254213,3.0,-26.70694,-69.17722
W254214,6.0,-26.74861,-69.24861
W254215,7.0,-26.81611,-69.23361
W254216,1.9,-26.83333,-69.20278
W254217,3.0,37.59722,-118.99722
W254218,5.0,37.59444,-118.99667
W254219,3.0,37.59444,-118.99667
W254220,3.0,37.59444,-118.99667
W254221,4.0,37.93333,-120.46667
W254222,5.0,37.93611,-120.475
W254223,2.3,38.48333,-119.5
W254224,5.0,37.59722,-119.08333
W254225,3.0,38.475,-119.5
W254226,4.0,38.66667,-119.635
W254227,11.0,39.26667,-120.09583
W254228,3.0,39.28333,-120.11667
W254229,5.0,38.58333,-122.51667
W254230,5.0,-26.91472,-68.54917
W254231,1.9,-26.80667,-69.25028
W254268,2.6,46.73333,-89.8
W254269,2.7,46.73333,-89.8
W254270,9.0,46.56667,-89.83333
W254271,8.0,46.56667,-89.83333
W254272,10.0,46.6,-89.85
W254273,3.0,46.6,-89.85
W254274,2.2,46.6,-89.85
W254275,7.4,46.6,-90.16667
W254276,2.7,46.75,-89.71667
W254277,4.0,46.75833,-89.725
W254278,6.7,46.76667,-89.73333
W254279,9.0,46.78333,-89.68333
W254280,3.0,46.78333,-89.68333
W254281,16.0,46.775,-89.68333
W254282,21.0,46.775,-89.7
W254283,3.0,46.78333,-89.73333
W254284,9.0,46.81667,-89.68333
W254285,11.0,46.46667,-90.08333
W254286,10.0,46.46667,-90.08333
W254287,7.0,46.46667,-90.08333
W254288,11.0,46.475,-90.08333
W254289,8.0,46.475,-90.08333
W254290,6.3,46.475,-90.08333
W254291,6.0,46.48333,-90.08333
W254292,7.0,46.48333,-90.08333
W254293,7.1,46.48333,-90.08333
W254294,4.0,46.50833,-90.08333
W254295,8.0,46.50833,-90.08333
W254296,8.0,46.50833,-90.08333
W254297,8.0,46.50833,-90.08333
W254298,9.0,46.50833,-90.08333
W254299,11.0,46.50833,-90.08333
W254300,8.0,46.50833,-90.08333
W254301,8.0,46.50833,-90.08333
W254302,10.0,46.50833,-90.1
W254303,5.0,46.51667,-90.38333
W254304,7.0,46.5,-90.325
W254305,10.0,46.5,-90.325
W254306,6.0,46.55,-90.33333
W254308,8.7,46.76667,-89.76667
W254309,1.4,46.78333,-89.75833
W254310,9.0,46.78333,-89.75833
W254311,22.0,46.76667,-89.75
W254312,14.0,46.76667,-89.75
W254313,6.0,46.75,-89.78333
W254314,4.0,46.63333,-89.58333
W254315,10.0,46.7,-89.56667
W254316,1.7,46.7,-89.56667
W254317,6.0,46.66667,-89.56667
W254318,12.0,46.66667,-89.61667
W254319,3.0,46.66667,-89.61667
W254320,3.0,46.65,-89.48333
W254321,6.0,46.63333,-89.53333
W254322,6.0,46.63333,-89.53333
W254323,7.6,46.73333,-89.16667
W254324,6.0,46.74167,-89.16667
W254325,4.0,46.75,-89.2
W254326,14.0,46.75,-89.2
W254328,7.7,46.775,-89.85
W254329,10.0,46.76667,-89.08333
W254330,1.6,46.73333,-89.28333
W254331,11.0,46.73333,-89.28333
W254332,8.0,46.725,-89.28333
W254333,12.0,46.725,-89.28333
W254334,5.0,46.75833,-89.66667
W254335,5.0,46.76111,-89.68333
W254336,8.0,46.73333,-89.76667
W254337,6.0,46.73333,-89.76667
W254338,5.0,46.73333,-89.76667
W254339,7.0,46.76667,-89.76667
W254340,5.0,46.75,-89.76667
W254341,5.0,46.75,-89.76667
W254342,10.0,46.71667,-89.71667
W254343,4.0,46.71667,-89.71667
W254344,3.0,46.73333,-89.73333
W254347,2.8,36.09222,-78.47083
W254348,1.8,35.81889,-78.61861
W254349,3.0,35.81889,-78.61861
W254350,8.0,35.81667,-78.61833
W254351,4.7,35.80222,-78.62806
W254352,5.0,35.92611,-78.55083
W254353,7.0,35.92861,-78.55
W254354,5.0,35.92639,-78.55
W254355,4.0,36.35389,-78.35083
W254356,4.0,36.35556,-78.34972
W254359,4.3,35.84778,-78.71528
W254360,1.7,35.84944,-78.7125
W254361,2.6,36.30917,-77.90111
W254362,4.0,35.91222,-78.42556
W254363,1.0,35.91222,-78.42556
W254364,1.1,35.92917,-78.54917
W254365,3.0,35.99861,-78.68556
W254366,1.3,35.94222,-78.72361
W254367,4.0,35.94611,-78.72083
W254368,6.0,35.93833,-78.72333
W254369,5.1,36.01944,-78.67306
W254370,5.1,36.01667,-78.68306
W254371,0.8,35.47694,-78.14083
W254372,5.0,35.47694,-78.14028
W254373,6.0,35.47639,-78.14111
W254374,1.3,35.88667,-78.74083
W254375,4.0,36.00111,-78.69889
W254376,5.0,35.89917,-78.74972
W254377,4.0,36.39111,-77.93194
W254378,2.8,35.94,-78.66472
W254379,2.4,36.13944,-78.56333
W254380,6.0,35.89889,-78.74972
W254391,4.0,35.78333,-79.87444
W254392,5.0,35.67361,-79.87472
W254393,5.0,35.28889,-79.99028
W254394,2.9,35.6875,-79.83056
W254395,9.0,35.6875,-79.83
W254396,2.9,35.73472,-79.88306
W254397,8.0,35.79167,-79.87083
W254398,1.3,35.27222,-79.89583
W254399,5.0,35.28389,-79.9
W254400,3.1,35.725,-79.82778
W254401,1.5,35.65,-79.66944
W254402,24.0,33.87778,-82.29306
W254403,12.0,33.87778,-82.29306
W254404,2.6,33.87778,-82.29306
W254405,11.0,33.87778,-82.29306
W254406,2.4,33.87778,-82.29306
W254407,33.0,33.87778,-82.29306
W254408,31.0,33.87778,-82.29306
W254409,62.0,33.87778,-82.29306
W254410,9.0,19.375,-155.375
W254411,9.0,19.375,-155.375
W254412,11.0,19.375,-155.375
W254413,34.0,19.375,-155.375
W254414,9.0,19.375,-155.375
W254415,4.0,19.375,-155.375
W254416,2.8,19.375,-155.375
W254417,2.0,19.375,-155.375
W254418,1.7,19.375,-155.375
W254419,0.7,19.375,-155.375
W254420,1.3,19.375,-155.375
W254421,1.7,19.375,-155.375
W254448,10.0,35.43333,-80.08333
W254449,8.0,35.71667,-79.61806
W254450,4.0,35.93889,-79.31667
W254451,7.0,35.74167,-79.70139
W254452,3.7,35.85,-79.41611
W254453,1.9,34.3,-80.86806
W254454,8.0,35.775,-79.92222
W254455,7.0,36.475,-77.66667
W254456,94.0,34.63333,-80.45694
W254457,1.9,34.75833,-79.95
W254458,8.0,35.75028,-79.97472
W254459,630.0,35.75056,-79.975
W254460,0.8,35.44167,-80.06111
W254461,1.8,35.32917,-80.21667
W254462,1.8,35.7,-79.87222
W254463,1.8,34.31944,-80.95833
W254464,23.0,35.47361,-79.95139
W254465,3.0,35.69167,-79.86667
W254466,10.0,35.46667,-78.14167
W254467,0.6,35.46667,-78.14194
W254468,2.9,35.46667,-78.14167
W254469,5.0,42.36306,-116.73139
W254470,5.0,42.36306,-116.73139
W254471,2.0,37.61667,-119.00556
W254505,2.8,37.4,-118.13056
W254506,9.0,37.4,-118.13056
W254507,13.0,37.4,-118.13056
W254508,10.0,37.4,-118.13056
W254509,10.0,37.4,-118.13056
W254510,7.0,37.4,-118.13056
W254511,9.2,37.4,-118.13056
W254512,8.0,37.4,-118.13056
W254513,11.0,37.4,-118.13056
W254514,4.0,37.4,-118.13056
W254515,13.0,37.4,-118.13056
W254516,11.0,37.4,-118.13056
W254517,5.0,37.4,-118.13056
W254518,6.0,37.4,-118.13056
W254519,6.0,37.4,-118.13056
W254520,1.9,37.4,-118.13056
W254521,4.0,40.10278,-77.04444
W254522,0.9,40.1,-77.04444
W254523,2.7,40.09167,-76.925
W254524,5.0,38.55833,-77.76667
W254525,4.0,32.75,-80.66667
W254526,8.0,38.77917,-77.54583
W254527,8.0,38.9,-77.56667
W254528,5.0,47.805,-94.59306
W254529,8.0,47.80167,-94.58333
W254530,6.0,47.80583,-94.57167
W254531,6.0,47.80722,-94.5975
W254532,4.0,47.80194,-94.59083
W254533,5.0,47.78556,-94.6475
W254534,5.0,47.85583,-94.70944
W254535,8.0,47.91139,-94.55778
W254536,1.8,47.78556,-94.6475
W254537,6.0,47.81472,-94.59472
W254538,8.0,47.81528,-94.59667
W254539,2.6,47.80722,-94.5975
W254540,6.0,47.80583,-94.57167
W254541,7.0,47.78333,-94.65111
W254542,3.0,47.78333,-94.65111
W254544,10.0,47.78333,-94.65111
W254546,5.0,47.78333,-94.65111
W254548,8.0,47.80722,-94.5975
W254549,7.0,47.82972,-94.78556
W254552,1.0,47.87556,-95.13556
W254555,1.4,38.485,-82.63806
W254556,2.1,38.70306,-82.6325
W254557,5.0,38.7025,-82.64194
W254558,1.6,38.75917,-82.62944
W254559,9.5,38.75917,-82.62944
W254560,1.0,38.79667,-82.61194
W254561,2.2,38.83,-82.61139
W254562,11.0,38.8125,-82.62778
W254563,1.5,38.8125,-82.62778
W254564,10.0,38.89889,-82.60528
W254565,1.2,38.86917,-82.58167
W254566,10.0,38.87917,-82.55833
W254567,11.0,38.90972,-82.54833
W254568,7.0,38.90972,-82.54833
W254569,2.0,39.2675,-82.44083
W254570,15.0,39.2675,-82.44083
W254571,6.1,39.97333,-82.18667
W254886,7.0,38.97472,-77.79778
W254887,7.0,38.95028,-77.77
W254888,2.2,38.97889,-77.7825
W254889,1.2,38.92222,-77.82528
W254890,1.1,38.88306,-77.85639
W254891,0.11,38.87667,-77.81444
W254892,6.0,38.87667,-77.81444
W254893,5.0,38.98722,-77.78722
W254894,4.0,38.87611,-77.82917
W254895,6.0,38.8775,-77.82528
W254896,9.0,38.92639,-77.77222
W254897,6.0,38.92222,-77.77528
W254899,7.0,38.98111,-77.82417
W254900,6.9,38.98111,-77.82417
W254991,450.0,41.51667,64.6
W254992,130.0,41.51667,64.6
W254993,850.0,41.51667,64.6
W254994,21000.0,41.51667,64.6
W254995,560.0,41.51667,64.6
W254996,690.0,41.51667,64.6
W254997,8.6,41.51667,64.6
W254998,360.0,41.16667,63.83333
W254999,230.0,41.16667,63.83333
W255000,25.0,41.16667,63.83333
W255001,50000.0,41.16667,63.83333
W255002,210000.0,41.16667,63.83333
W255003,11.0,41.16667,63.83333
W255004,9100.0,41.16667,63.83333
W255005,2100.0,42.25,63.83333
W255006,6.8,41.5,63.33333
W255007,180.0,41.5,63.33333
W255008,89.0,41.5,63.33333
W255009,6.0,41.5,63.33333
W255010,9.2,41.5,63.33333
W255011,8.7,41.5,63.33333
W255012,8.1,41.5,63.33333
W255013,23.0,41.5,63.33333
W255014,6.0,41.5,63.33333
W255015,2.6,41.5,63.33333
W255016,4.0,41.5,63.33333
W255017,2.3,41.5,63.33333
W255018,5.0,41.5,63.33333
W255019,8.0,41.5,63.33333
W255020,12.0,41.5,63.33333
W255021,0.9,41.5,63.33333
W255022,5.0,41.5,63.33333
W255023,5.0,41.5,63.33333
W255024,4.9,41.5,63.33333
W255025,4.0,41.5,63.33333
W255026,5.0,41.5,63.33333
W255027,9.2,41.5,63.33333
W255028,10.0,41.5,63.33333
W255029,67.0,41.5,63.33333
W255030,2.8,41.5,63.33333
W255031,10.0,41.5,63.33333
W255032,14.0,41.5,63.33333
W255033,3.0,41.5,63.33333
W255034,48.0,41.5,63.33333
W255035,4.0,41.5,63.33333
W255036,5.0,41.5,63.33333
W255037,71.0,41.5,63.33333
W255038,29.0,41.5,63.33333
W255039,24.0,41.5,63.33333
W255040,6.0,41.5,63.33333
W255041,9.0,41.5,63.33333
W255042,10.0,41.5,63.33333
W255043,12.0,68.34167,-158.3
W255044,8.0,68.34167,-158.29861
W255045,5.0,68.325,-158.41667
W255046,9.4,68.31667,-158.4125
W255047,4.0,68.32778,-158.4
W255048,13.0,68.36667,-158.25
W255049,7.8,68.38333,-158.28333
W255050,3.0,68.38333,-158.28333
W255051,13.0,68.3625,-158.25278
W255052,4.0,68.41389,-158.18333
W255053,7.0,68.41389,-158.18333
W255054,5.0,68.41389,-158.18333
W255055,0.6,68.38333,-158.2
W255056,10.0,68.38194,-158.2
W255057,13.0,68.38194,-158.2
W255058,9.1,68.38333,-158.53333
W255059,4.0,68.38333,-158.53333
W255060,4.0,68.38333,-158.53333
W255061,12.0,68.39167,-158.53333
W255062,1.7,68.39167,-158.53333
W255063,9.7,68.4,-158.58333
W255064,13.0,68.48333,-158.65
W255065,5.0,68.46667,-158.65
W255066,13.0,68.46667,-158.65
W255067,5.0,68.46667,-158.65
W255068,14.0,68.46667,-158.65
W255147,9.0,47.86111,-108.83111
W255148,11.0,47.6825,-108.97417
W255149,7.0,47.8425,-108.17611
W255150,9.0,47.89417,-108.77583
W255151,10.0,47.86278,-108.9
W255152,11.0,47.85222,-108.82333
W255153,5.0,46.98611,-108.6125
W255154,12.0,46.925,-108.48333
W255155,8.0,46.97222,-108.6125
W255156,7.0,37.71528,-79.64306
W255157,13.0,47.84361,-108.87056
W255158,8.0,47.91167,-108.80556
W255159,2.3,47.93667,-108.92361
W255216,1.9,42.58333,20.15833
W255217,2.6,42.58333,20.15833
W255218,2.3,42.58333,20.15833
W255219,6.0,42.58333,20.15833
W255220,6.0,42.58333,20.15833
W255221,1.1,42.58333,20.15833
W255222,2.8,42.58333,20.15833
W255223,13.0,42.58333,20.15833
W255224,7.7,42.58333,20.15833
W255225,6.0,42.58333,21.08333
W255226,12.0,42.58333,21.08333
W255227,15.0,42.58333,21.25
W255228,9.0,42.58333,21.25
W255239,2.1,-30.275,-51.6875
W255240,4.0,-30.275,-51.6875
W255241,7.6,-30.275,-51.6875
W255244,2.4,-30.275,-51.6875
W255245,2.6,-30.275,-51.6875
W255246,7.0,-30.0,-66.0
W255247,7.0,-30.0,-66.0
W255248,3.4,-25.25,-57.66667
W255249,2.1,-30.275,-51.6875
W255250,4.0,-30.0,-66.0
W255251,8.0,-30.0,-66.0
W255319,3.1,45.28222,-110.50833
W255320,7.0,38.8,-6.8
W255321,4.0,38.8,-6.8
W255322,5.0,38.8,-6.8
W255323,1.5,38.8,-6.8
W255324,12.0,38.8,-6.8
W255363,15.0,38.93611,-107.95417
W255364,13.0,38.93611,-107.95417
W255365,21.0,38.93611,-107.95417
W255367,7.0,38.93611,-107.95417
W255368,32.0,38.93611,-107.95417
W255370,6.0,38.93611,-107.95417
W255372,7.6,38.93611,-107.95417
W255373,4.0,38.93611,-107.95417
W255376,6.0,38.93611,-107.95417
W255378,19.0,38.93611,-107.95417
W255379,13.0,38.93611,-107.95417
W255380,10.0,38.93611,-107.95417
W255383,9.3,38.93611,-107.95417
W255417,4.0,38.75,-77.125
W255418,4.0,38.75,-77.125
W255419,5.0,38.75,-77.125
W255420,5.1,38.875,-77.125
W255421,6.0,38.875,-77.125
W255422,3.0,39.0,-77.0
W255423,5.0,46.35,-90.73333
W255424,8.0,46.35,-90.7
W255425,10.0,46.36667,-90.75
W255426,9.0,46.35,-90.63333
W255427,6.0,46.31667,-90.66667
W255428,7.0,46.31667,-91.1
W255429,6.0,46.3,-91.06667
W255430,8.0,46.28333,-91.08333
W255431,8.7,46.41667,-90.45
W255432,5.0,46.41667,-90.45
W255433,13.0,46.35,-90.86667
W255434,9.0,46.48333,-90.33333
W255435,9.0,46.28333,-90.98333
W255436,5.0,46.4,-90.4
W255437,6.0,46.28333,-91.03333
W255438,6.0,46.3,-90.96667
W255605,5.0,39.30639,-77.59472
W255606,12.0,39.30778,-77.60889
W255607,10.0,39.30778,-77.60889
W255608,6.0,39.00333,-77.87889
W255609,8.0,39.13167,-77.75556
W255610,5.0,39.99222,-77.27
W255616,2.6,-19.7,-65.73333
W255617,10.0,-19.7,-65.73333
W255618,15.0,-19.7,-65.73333
W255619,23.0,-19.7,-65.73333
W255620,7.0,-19.7,-65.73333
W255621,7.0,38.86333,-77.91556
W255622,4.0,38.9025,-77.76333
W255623,9.0,38.90333,-77.935
W255624,6.0,38.97472,-77.89361
W255625,5.0,38.94528,-77.89667
W255626,8.0,38.9575,-77.88444
W255627,8.0,38.95694,-77.89028
W255628,7.0,38.96028,-77.89722
W255629,8.0,38.95278,-77.90083
W255630,4.0,38.875,-77.89944
W255631,5.0,38.655,-77.875
W255632,10.0,38.70556,-77.87139
W255633,6.0,38.73639,-77.985
W255691,6.2,40.75,14.5
W255692,6.0,40.75,14.5
W255693,7.0,40.75,14.5
W255694,4.0,40.75,14.5
W255695,7.0,40.75,14.5
W255696,6.0,40.75,14.5
W255697,8.0,40.75,14.5
W255698,8.0,40.75,14.5
W255699,6.0,40.75,14.5
W255700,9.0,40.75,14.5
W255701,4.0,40.75,14.5
W255702,4.0,40.75,14.5
